1_ortho	4_cgram	11_infover	5_genre
agissant	ADJ	na	m
endolories	VER	par:pas;	f
endolorie	VER	par:pas;	f
endolori	VER	par:pas;	m
requérante	NOM	na	f
charlatanisme	NOM	na	m
charlatanismes	NOM	na	m
dardent	VER	ind:pre:3p;	na
réformateur	NOM	na	m
darde	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
réformateurs	NOM	na	m
unidimensionnelle	ADJ	na	f
obliquez	VER	imp:pre:2p;	na
requérant	NOM	na	m
uni	NOM	na	m
obliquer	VER	inf;	na
obliquent	VER	ind:pre:3p;	na
requérants	NOM	na	m
agissantes	ADJ	na	f
darda	VER	ind:pas:3s;	na
dardaient	VER	ind:imp:3p;	na
oblique	VER	ind:pre:1s;ind:pre:3s;sub:pre:3s;	na
obliquant	VER	par:pre;	na
dardés	VER	par:pas;	m
concentriques	ADJ	na	na
obliquait	VER	ind:imp:3s;	na
dardait	VER	ind:imp:3s;	na
dardant	VER	par:pre;	na
cloisonné	ADJ	na	m
plastiquage	NOM	na	m
deadline	NOM	na	na
deltoïde	NOM	na	m
coolies	NOM	na	m
reptiliens	ADJ	na	m
reptiliennes	ADJ	na	f
insoupçonnée	ADJ	na	f
sclérosé	VER	par:pas;	m
reptilienne	ADJ	na	f
reptilien	ADJ	na	m
choucas	NOM	na	m
insoupçonné	ADJ	na	m
bureaucrate	ADJ	na	m
bureaucrates	ADJ	na	na
décolleter	VER	inf;	na
cooptant	VER	par:pre;	na
puddle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
assermenter	VER	inf;	na
scléroserai	VER	ind:fut:1s;	na
assermentez	VER	imp:pre:2p;ind:pre:2p;	na
sclérose	VER	ind:pre:3s;	na
permissionnaire	NOM	na	na
décolleté	VER	par:pas;	m
coopter	VER	inf;	na
hégélien	ADJ	na	m
hégélienne	ADJ	na	f
hégéliens	ADJ	na	m
coopté	VER	par:pas;	m
mastroquets	NOM	na	m
centralisation	NOM	na	f
mastroquet	NOM	na	m
cloisonnés	ADJ	na	m
cloisonnée	ADJ	na	f
cartomancienne	NOM	na	f
cloisonnées	ADJ	na	f
cartomanciennes	NOM	na	f
dentisterie	NOM	na	f
hypoxique	ADJ	na	na
repêchage	NOM	na	m
poulardes	NOM	na	f
repêchages	NOM	na	m
coolie	NOM	na	m
poularde	NOM	na	f
insoupçonnés	ADJ	na	m
sclérosée	VER	par:pas;	f
insoupçonnées	ADJ	na	f
bulbeuse	ADJ	na	f
bulbeux	ADJ	na	m
mastication	NOM	na	f
mastications	NOM	na	f
bogue	VER	ind:pre:3s;	na
boguer	VER	inf;	na
mercières	NOM	na	f
cartomancien	NOM	na	m
permissionnaires	NOM	na	na
déliquescence	NOM	na	f
hypnotiques	NOM	na	m
hypnotique	NOM	na	m
voyer	NOM	na	m
déconnexion	NOM	na	f
tarabiscotés	ADJ	na	m
médius	NOM	na	m
réfrigéré	ADJ	na	m
érodées	VER	par:pas;	f
utilitaires	NOM	na	na
obliqué	VER	par:pas;	m
assermentée	VER	par:pas;	f
assermentés	VER	par:pas;	m
obliquèrent	VER	ind:pas:3p;	na
charybde	NOM	na	m
ictère	NOM	na	m
inoxydables	ADJ	na	m
érodés	VER	par:pas;	m
érodée	VER	par:pas;	f
chassant	ADJ	na	m
accession	NOM	na	f
demi-dieux	NOM	na	m
unis	NOM	na	m
encadreur	NOM	na	m
obliquâmes	VER	ind:pas:1p;	na
inoxydable	ADJ	na	na
périnée	NOM	na	m
érodé	VER	par:pas;	m
deltoïdes	NOM	na	m
éteignoir	NOM	na	m
tarabiscotées	ADJ	na	f
assermenté	VER	par:pas;	m
ordonnatrice	NOM	na	f
ferreux	ADJ	na	m
ferreuse	ADJ	na	f
coordonnés	NOM	na	m
hypertrophiés	VER	par:pas;	m
cartographes	NOM	na	na
cartographe	NOM	na	na
hypertrophiée	VER	par:pas;	f
coproduction	NOM	na	f
hypertrophié	VER	par:pas;	m
hypertrophie	VER	ind:pre:3s;	na
décolletée	VER	par:pas;	f
éboulis	NOM	na	m
bassinet	NOM	na	m
ordonnateurs	NOM	na	m
ordonnateur	NOM	na	m
utilitaire	NOM	na	na
tarabiscoté	ADJ	na	m
calebar	NOM	na	m
décolletées	VER	par:pas;	f
réfrigérés	ADJ	na	m
tarabiscotée	ADJ	na	f
urètre	NOM	na	m
réfrigérées	ADJ	na	f
réfrigérée	ADJ	na	f
mercière	NOM	na	f
maniérée	ADJ	na	f
ultra-courts	ADJ	na	m
ardoise	ADJ	na	na
omnipotente	ADJ	na	f
angoissé	NOM	na	m
omnipotentes	ADJ	na	f
caducée	NOM	na	m
estoc	NOM	na	m
estocs	NOM	na	m
caducées	NOM	na	m
bêlants	ADJ	na	m
borax	NOM	na	m
mirettes	NOM	na	f
imposée	NOM	na	f
entachées	ADJ	na	f
entachée	ADJ	na	f
bêlantes	ADJ	na	f
subdivision	NOM	na	f
imposé	NOM	na	m
api	NOM	na	m
omnivore	ADJ	na	m
impressionnisme	NOM	na	m
angoissée	NOM	na	f
angoissées	NOM	na	f
angoissés	NOM	na	m
incroyant	NOM	na	m
incroyante	NOM	na	f
soupirail	NOM	na	m
récriminait	VER	ind:imp:3s;	na
récriminer	VER	inf;	na
trépassé	NOM	na	m
trépassée	NOM	na	f
incroyants	NOM	na	m
trépassées	NOM	na	f
trépassés	NOM	na	m
moudjahidin	NOM	na	m
cabernet	NOM	na	m
tubard	NOM	na	m
tubards	NOM	na	m
omnipotence	NOM	na	f
omnipotent	ADJ	na	m
wait and see	NOM	na	m
ex-boxeur	NOM	na	m
bêlant	ADJ	na	m
subdivisions	NOM	na	f
déductif	ADJ	na	m
excellemment	ADV	na	na
implantés	ADJ	na	m
implantées	ADJ	na	f
implantée	ADJ	na	f
implanté	ADJ	na	m
zyeuta	VER	ind:pas:3s;	na
pilonnages	NOM	na	m
pilonnage	NOM	na	m
excisant	VER	par:pre;	na
excise	VER	ind:pre:1s;ind:pre:3s;	na
synchrone	ADJ	na	na
synchrones	ADJ	na	na
exciser	VER	inf;	na
excisé	VER	par:pas;	m
excisée	VER	par:pas;	f
excisées	VER	par:pas;	f
zyeutais	VER	ind:imp:1s;	na
poque	NOM	na	f
ondées	NOM	na	f
entaché	ADJ	na	m
raphia	NOM	na	m
cyclotron	NOM	na	m
omnivores	ADJ	na	f
importables	ADJ	na	na
importable	ADJ	na	na
zoulou	ADJ	na	m
zouloue	ADJ	na	f
zoulous	ADJ	na	m
tahitien	ADJ	na	m
abrogation	NOM	na	f
tahitienne	ADJ	na	f
défaitistes	NOM	na	na
défaitiste	NOM	na	na
déductive	ADJ	na	f
tahitiennes	ADJ	na	f
missilier	NOM	na	m
radiculaire	ADJ	na	na
ondée	NOM	na	f
monologua	VER	ind:pas:3s;	na
monologuaient	VER	ind:imp:3p;	na
monologuais	VER	ind:imp:1s;	na
catastrophé	VER	par:pas;	m
inaliénable	ADJ	na	na
mortaise	NOM	na	f
pédants	NOM	na	m
stéréotypés	ADJ	na	m
stéréotypées	ADJ	na	f
rectilignes	ADJ	na	na
rectiligne	ADJ	na	na
chrétiens-démocrates	ADJ	na	m
zieute	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
catastropher	VER	inf;	na
tarzans	NOM	na	m
catastrophas	VER	ind:pas:2s;	na
zieutent	VER	ind:pre:3p;	na
catastrophait	VER	ind:imp:3s;	na
catastropha	VER	ind:pas:3s;	na
tarzan	NOM	na	m
zieuter	VER	inf;	na
inaliénables	ADJ	na	m
catastrophée	VER	par:pas;	f
moricauds	NOM	na	m
entremise	NOM	na	f
pédante	NOM	na	f
pédant	NOM	na	m
enveloppement	NOM	na	m
enveloppements	NOM	na	m
signets	NOM	na	m
pédantes	NOM	na	f
signet	NOM	na	m
banalement	ADV	na	na
bananier	ADJ	na	m
bananiers	ADJ	na	m
bananière	ADJ	na	f
incendié	NOM	na	m
commercialement	ADV	na	na
incendiée	NOM	na	f
incendiés	NOM	na	m
quinquagénaire	ADJ	na	na
mortaises	NOM	na	f
chrétien-démocrate	ADJ	na	m
moricaudes	NOM	na	f
communicative	ADJ	na	f
chapardent	VER	ind:pre:3p;	na
comandant	NOM	na	na
comacs	ADJ	na	m
soupiraux	NOM	na	m
comac	ADJ	na	na
monologuer	VER	inf;	na
catalytiques	ADJ	na	m
catalytique	ADJ	na	m
chapardé	VER	par:pas;	m
chapardée	VER	par:pas;	f
chapardées	VER	par:pas;	f
wicket	NOM	na	m
communicatif	ADJ	na	m
monologue	VER	ind:pre:3s;	na
monologuant	VER	par:pre;	na
monologuait	VER	ind:imp:3s;	na
communicatifs	ADJ	na	m
shunt	NOM	na	m
chaparder	VER	inf;	na
chapardant	VER	par:pre;	na
moricaude	NOM	na	f
chapardait	VER	ind:imp:3s;	na
moricaud	NOM	na	m
escogriffe	NOM	na	m
escogriffes	NOM	na	m
zieutes	VER	ind:pre:2s;	na
zieutez	VER	imp:pre:2p;	na
stéréotypée	ADJ	na	f
bordés	ADJ	na	m
in pace	NOM	na	m
cul-blanc	NOM	na	m
stéréotypé	ADJ	na	m
cache-pots	NOM	na	m
cache-pot	NOM	na	m
bordé	ADJ	na	m
culs-blancs	NOM	na	m
quinquagénaires	ADJ	na	m
chaparda	VER	ind:pas:3s;	na
monsignore	NOM	na	m
bétaillères	NOM	na	f
mirette	NOM	na	f
idolâtres	NOM	na	na
exténuants	ADJ	na	m
coloriste	NOM	na	na
acadien	NOM	na	m
acadiens	NOM	na	m
déguenillées	ADJ	na	f
exténuant	ADJ	na	m
exténuante	ADJ	na	f
triplette	NOM	na	f
exténuantes	ADJ	na	f
bâtés	VER	par:pas;	m
zyeutait	VER	ind:imp:3s;	na
anti-bruit	NOM	na	m
bâté	VER	par:pas;	m
bâtons	VER	imp:pre:1p;	na
bâtonnier	NOM	na	m
supputai	VER	ind:pas:1s;	na
supputa	VER	ind:pas:3s;	na
déguenillés	ADJ	na	m
initiatrice	ADJ	na	f
déguenillée	ADJ	na	f
déguenillé	ADJ	na	m
initiateurs	ADJ	na	m
initiateur	ADJ	na	m
tripotages	NOM	na	m
supputait	VER	ind:imp:3s;	na
ingérable	ADJ	na	m
supputais	VER	ind:imp:1s;	na
supputaient	VER	ind:imp:3p;	na
thérapeutique	NOM	na	f
redisposer	VER	inf;	na
extatique	NOM	na	na
microclimat	NOM	na	m
tripotage	NOM	na	m
abusivement	ADV	na	na
coraniques	ADJ	na	m
coranique	ADJ	na	f
mètre	VER	ind:pre:3s;	na
béance	NOM	na	f
mètres	VER	ind:pre:2s;sub:pre:2s;	na
téloche	NOM	na	f
télémétrique	ADJ	na	na
enfilades	NOM	na	f
télémétriques	ADJ	na	na
avocaillon	NOM	na	m
replats	NOM	na	m
déjection	NOM	na	f
déjections	NOM	na	f
bâter	VER	inf;	na
falbala	NOM	na	m
falbalas	NOM	na	m
tine	NOM	na	f
peuplades	NOM	na	f
peuplade	NOM	na	f
tétras	NOM	na	m
ignoblement	ADV	na	na
fanfreluche	NOM	na	f
fanfreluches	NOM	na	f
dale	NOM	na	m
ukulélé	NOM	na	m
idéalisation	NOM	na	f
ultra-courtes	ADJ	na	f
replat	NOM	na	m
faillis	NOM	na	m
ânonna	VER	ind:pas:3s;	na
failli	NOM	na	m
ânonnaient	VER	ind:imp:3p;	na
enfilade	NOM	na	f
ânonnait	VER	ind:imp:3s;	na
ânonnant	VER	par:pre;	na
ânonne	VER	ind:pre:1s;ind:pre:3s;	na
ânonner	VER	inf;	na
tiki	NOM	na	m
ânonnions	VER	ind:imp:1p;	na
ânonnés	VER	par:pas;	m
peyotl	NOM	na	m
faiblissante	ADJ	na	f
faiblissantes	ADJ	na	f
self-control	NOM	na	m
faignant	NOM	na	m
sitar	NOM	na	m
faignants	NOM	na	m
pogo	NOM	na	m
infécondes	ADJ	na	f
inféconde	ADJ	na	f
réaffectation	NOM	na	f
complètement	NOM	na	m
complètements	NOM	na	m
thaï	NOM	na	m
composite	ADJ	na	na
composites	ADJ	na	m
industrialisés	ADJ	na	m
piffé	VER	par:pas;	m
correctif	ADJ	na	m
piffrer	ADJ	na	m
corrective	ADJ	na	f
trans	ADV	na	na
piffer	VER	inf;	na
piffait	VER	ind:imp:3s;	na
anglicans	ADJ	na	m
anglicane	ADJ	na	f
anglican	ADJ	na	m
supraconducteurs	NOM	na	m
septentrion	NOM	na	m
zygomatiques	ADJ	na	f
industrialisée	ADJ	na	f
millisecondes	NOM	na	f
industrialisé	ADJ	na	m
excommunié	ADJ	na	m
excommuniés	ADJ	na	m
bétaillère	NOM	na	f
sine qua non	ADV	na	na
barbiturique	ADJ	na	m
barbituriques	ADJ	na	m
stucs	NOM	na	m
stuc	NOM	na	m
zyeutant	VER	par:pre;	na
zyeute	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
zyeuter	VER	inf;	na
trompeurs	NOM	na	m
arrière-grands-parents	NOM	na	m
trompeur	NOM	na	m
zyeutes	VER	ind:pre:2s;	na
zyeuté	VER	par:pas;	m
zygomatique	ADJ	na	f
trois-mâts	NOM	na	m
milliseconde	NOM	na	f
réal	NOM	na	m
immettable	ADJ	na	na
enguirlande	VER	ind:pre:1s;ind:pre:3s;	na
enguirlandait	VER	ind:imp:3s;	na
enguirlandaient	VER	ind:imp:3p;	na
à fortiori	ADV	na	na
artériopathie	NOM	na	f
avantageusement	ADV	na	na
supputées	VER	par:pas;	f
supputé	VER	par:pas;	m
dégrisement	NOM	na	m
cassages	NOM	na	m
cassage	NOM	na	m
supputer	VER	inf;	na
supputent	VER	ind:pre:3p;	na
suppute	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	na
supputant	VER	par:pre;	na
stridulations	NOM	na	f
stridulation	NOM	na	f
enguirlandent	VER	ind:pre:3p;	na
enguirlander	VER	inf;	na
cloueuse	NOM	na	f
enguirlandé	VER	par:pas;	m
cloueur	NOM	na	m
cordonnets	NOM	na	m
barca	ADV	na	na
poinçonneur	NOM	na	m
milli	ADV	na	na
poinçonneurs	NOM	na	m
caillasse	NOM	na	f
caillasses	NOM	na	f
cordonnet	NOM	na	m
avilissement	NOM	na	m
cordonnerie	NOM	na	f
supraconducteur	NOM	na	m
enguirlandés	VER	par:pas;	m
enguirlandées	VER	par:pas;	f
tristouilles	ADJ	na	na
tristouille	ADJ	na	m
enguirlandée	VER	par:pas;	f
empressés	NOM	na	m
conneaux	NOM	na	m
dessalaient	VER	ind:imp:3p;	na
gélatineuses	ADJ	na	f
adhérentes	ADJ	na	f
adhérents	ADJ	na	m
libera	NOM	na	m
conscription	NOM	na	f
polymère	NOM	na	m
gélatineux	ADJ	na	m
arabicas	NOM	na	m
gélatineuse	ADJ	na	f
nihilistes	NOM	na	na
dépeignant	VER	par:pre;	na
dépeigne	VER	imp:pre:2s;ind:pre:3s;	na
dépeigné	VER	par:pas;	m
dépeignée	VER	par:pas;	f
élitisme	NOM	na	m
adira	VER	ind:fut:3s;	na
rhumatologie	NOM	na	f
adhérente	ADJ	na	f
adhérent	ADJ	na	m
passéiste	ADJ	na	f
dépaysantes	ADJ	na	f
rouan	NOM	na	m
adaptabilité	NOM	na	f
bravaches	ADJ	na	m
bravache	ADJ	na	m
bizarroïde	ADJ	na	na
affirmative	NOM	na	f
sagittaires	NOM	na	na
élysée	NOM	na	m
sagittaire	NOM	na	na
patentes	NOM	na	f
patente	NOM	na	f
dépaysant	ADJ	na	m
dépaysante	ADJ	na	f
patachon	NOM	na	m
conneau	NOM	na	m
nihiliste	NOM	na	na
campagnard	NOM	na	m
irish coffee	NOM	na	m
lascivité	NOM	na	f
soudard	NOM	na	m
consolatrice	ADJ	na	f
alcaloïde	NOM	na	m
branchettes	NOM	na	f
branchette	NOM	na	f
consolatrices	ADJ	na	f
lascivités	NOM	na	f
électro-encéphalogramme	NOM	na	m
dépeignés	VER	par:pas;	m
irrémissible	ADJ	na	na
bran	NOM	na	m
ridule	NOM	na	f
irrévérencieuse	ADJ	na	f
irrévérencieuses	ADJ	na	f
ridules	NOM	na	f
irrévérencieux	ADJ	na	m
soudards	NOM	na	m
songeries	NOM	na	f
circonflexes	ADJ	na	m
songerie	NOM	na	f
bicorne	NOM	na	m
bicornes	NOM	na	m
arabica	NOM	na	m
débilitantes	ADJ	na	f
bitters	NOM	na	m
consolateur	ADJ	na	m
consolateurs	ADJ	na	m
lemmings	NOM	na	m
lemming	NOM	na	m
lem	NOM	na	m
débilitante	ADJ	na	f
bitter	NOM	na	m
débilitant	ADJ	na	m
déphasage	NOM	na	m
circonflexe	ADJ	na	na
dix-huitième	NOM	na	na
bizarroïdes	ADJ	na	na
émotif	NOM	na	m
brefs	NOM	na	m
gagne-petit	NOM	na	m
nib	ADV	na	na
détachants	NOM	na	m
détachant	NOM	na	m
affluent	ADJ	na	m
tchécoslovaques	NOM	na	na
chiromancienne	NOM	na	f
presqu'île	NOM	na	f
halent	VER	ind:pre:3p;	na
presqu'îles	NOM	na	f
bref	NOM	na	m
chiromancien	NOM	na	m
émeri	NOM	na	m
aéroplane	NOM	na	m
halez	VER	imp:pre:2p;	na
aéroplanes	NOM	na	m
halèrent	VER	ind:pas:3p;	na
halé	VER	par:pas;	m
halée	VER	par:pas;	f
halés	VER	par:pas;	m
salopiauds	NOM	na	m
salopiaud	NOM	na	m
débotté	NOM	na	m
liturgiques	ADJ	na	na
liturgique	ADJ	na	na
détentrices	ADJ	na	f
détentrice	ADJ	na	f
détenteurs	ADJ	na	m
détenteur	ADJ	na	m
neutraliste	NOM	na	na
tchécoslovaque	NOM	na	na
clapot	NOM	na	m
blasphémateurs	ADJ	na	m
blasphémateur	ADJ	na	m
chiromanciens	NOM	na	m
haler	VER	inf;	na
halant	VER	par:pre;	na
aérostat	NOM	na	m
iraquiens	ADJ	na	m
hala	VER	ind:pas:3s;	na
garde-forestier	NOM	na	na
garde-frontière	NOM	na	m
garde-meubles	NOM	na	m
saint-pierre	NOM	na	m
iraquien	ADJ	na	m
iraquienne	ADJ	na	f
roucoulades	NOM	na	f
halait	VER	ind:imp:3s;	na
chevillé	VER	par:pas;	m
chevillée	VER	par:pas;	f
chevillées	VER	par:pas;	f
roucoulade	NOM	na	f
pluralisme	NOM	na	m
blanc-bleu	NOM	na	m
lilas	ADJ	na	na
ramage	NOM	na	m
presse-papier	NOM	na	m
halage	NOM	na	m
halages	NOM	na	m
halaient	VER	ind:imp:3p;	na
anticlérical	ADJ	na	m
anticléricale	ADJ	na	f
galvaudait	VER	ind:imp:3s;	na
tergal	NOM	na	m
galvaude	VER	ind:pre:3s;	na
galvaudent	VER	ind:pre:3p;	na
galvauder	VER	inf;	na
galvaudez	VER	imp:pre:2p;	na
galvaudiez	VER	ind:imp:2p;	na
galvaudé	VER	par:pas;	m
galvaudée	VER	par:pas;	f
ramages	NOM	na	m
anticléricales	ADJ	na	f
anticléricaux	ADJ	na	m
isabelle	NOM	na	m
larfeuilles	NOM	na	m
larfeuille	NOM	na	m
préjugeait	VER	ind:imp:3s;	na
adulation	NOM	na	f
adulations	NOM	na	f
préjugés	VER	par:pas;	m
préjugée	VER	par:pas;	f
préjugé	VER	par:pas;	m
préjuger	VER	inf;	na
préjugeant	VER	par:pre;	na
préjuge	VER	ind:pre:3s;	na
éditos	NOM	na	m
joint-venture	NOM	na	f
rocaille	NOM	na	f
rocailles	NOM	na	f
contorsions	NOM	na	f
antigang	ADJ	na	f
dudit	PRE	na	na
alluvions	NOM	na	f
roast-beef	NOM	na	m
roms	NOM	na	na
roast beef	NOM	na	m
visionnage	NOM	na	m
traversier	NOM	na	m
jaunissantes	ADJ	na	f
gracile	ADJ	na	na
graciles	ADJ	na	f
jaunissants	ADJ	na	m
karmique	ADJ	na	na
rivette	VER	imp:pre:2s;	na
riveté	VER	par:pas;	m
rivetées	VER	par:pas;	f
grisés	ADJ	na	m
grisées	ADJ	na	f
grisée	ADJ	na	f
grisé	ADJ	na	m
dykes	NOM	na	m
dyke	NOM	na	m
contraignant	ADJ	na	m
alluvion	NOM	na	f
riel	NOM	na	m
quadrilatère	NOM	na	m
grimaçante	ADJ	na	f
grimaçant	ADJ	na	m
rogatoires	ADJ	na	f
séné	NOM	na	m
biplaces	ADJ	na	na
biplace	ADJ	na	na
rom	NOM	na	na
quadrilatères	NOM	na	m
nonobstant	PRE	na	na
sénés	NOM	na	m
non-respect	NOM	na	m
dryade	NOM	na	f
jouissif	ADJ	na	m
jouissives	ADJ	na	f
jouissive	ADJ	na	f
dryades	NOM	na	f
grimaçantes	ADJ	na	f
grimaçants	ADJ	na	m
rogatoire	ADJ	na	f
drisses	NOM	na	f
édito	NOM	na	m
contraignante	ADJ	na	f
contraignantes	ADJ	na	f
antigrippe	NOM	na	f
édentés	NOM	na	m
grenat	ADJ	na	na
édentées	NOM	na	f
biodégradable	ADJ	na	m
édentée	NOM	na	f
biodégradables	ADJ	na	f
édenté	NOM	na	m
drisse	NOM	na	f
préférentielle	ADJ	na	f
préférentiel	ADJ	na	m
biomécanique	NOM	na	f
jaunissante	ADJ	na	f
jaunissant	ADJ	na	m
par-devant	PRE	na	na
jabot	NOM	na	m
guili-guili	NOM	na	m
dossard	NOM	na	m
panière	NOM	na	f
rimmel	NOM	na	m
dossards	NOM	na	m
panières	NOM	na	f
désemparés	NOM	na	m
jabots	NOM	na	m
sunlights	NOM	na	m
antipoison	ADJ	na	m
désemparée	NOM	na	f
désemparé	NOM	na	m
lambins	NOM	na	m
badinages	NOM	na	m
lambin	NOM	na	m
badinage	NOM	na	m
topinambours	NOM	na	m
topinambour	NOM	na	m
glutamate	NOM	na	m
précurseurs	ADJ	na	m
nubuck	NOM	na	m
guindés	VER	par:pas;	m
guindée	VER	par:pas;	f
campagnards	NOM	na	m
guindé	VER	par:pas;	m
guinder	VER	inf;	na
guinde	VER	imp:pre:2s;ind:pre:3s;	na
guindant	VER	par:pre;	na
guindait	VER	ind:imp:3s;	na
guindaient	VER	ind:imp:3p;	na
constrictor	ADJ	na	m
constrictors	ADJ	na	m
désenchantements	NOM	na	m
désenchantement	NOM	na	m
précurseur	ADJ	na	m
alternativement	ADV	na	na
arrivisme	NOM	na	m
regarnissez	VER	imp:pre:2p;	na
grouillements	NOM	na	m
grouillement	NOM	na	m
regarni	VER	par:pas;	m
camus	NOM	na	m
kumquats	NOM	na	m
kumquat	NOM	na	m
kleptomanes	NOM	na	na
kleptomane	NOM	na	na
ritualiste	ADJ	na	m
ritualistes	ADJ	na	m
contorsion	NOM	na	f
ronron	NOM	na	m
souverainement	ADV	na	na
bourriquet	NOM	na	m
bourriquets	NOM	na	m
sunlight	NOM	na	m
regarnies	VER	par:pas;	f
regarnir	VER	inf;	na
gonade	NOM	na	f
nocivité	NOM	na	f
gonades	NOM	na	f
éjaculateurs	NOM	na	m
éjaculateur	NOM	na	m
regarnis	VER	ind:pre:1s;	na
ronrons	NOM	na	m
jam-session	NOM	na	f
lack	NOM	na	m
regarnirez	VER	ind:fut:2p;	na
goujaterie	NOM	na	f
égotisme	NOM	na	m
tortillards	NOM	na	m
tortillard	NOM	na	m
jam-sessions	NOM	na	f
goupillon	NOM	na	m
goupillons	NOM	na	m
cambodgiens	ADJ	na	m
galvaudant	VER	par:pre;	na
émotifs	NOM	na	m
congestionnée	VER	par:pas;	f
démiurge	NOM	na	m
démiurges	NOM	na	m
cimentent	VER	ind:pre:3p;	na
ashram	NOM	na	m
cimenter	VER	inf;	na
cimentera	VER	ind:fut:3s;	na
brouillard	ADJ	na	na
crevettiers	NOM	na	m
amoncellent	VER	ind:pre:3p;	na
congestionnés	VER	par:pas;	m
fourmillement	NOM	na	m
outrancier	ADJ	na	m
outrancière	ADJ	na	f
outrancières	ADJ	na	f
fourmillements	NOM	na	m
malaisés	ADJ	na	m
carafons	NOM	na	m
cimente	VER	imp:pre:2s;ind:pre:3s;	na
cimentant	VER	par:pre;	na
soignable	ADJ	na	f
maltais	NOM	na	m
carafon	NOM	na	m
congestionnait	VER	ind:imp:3s;	na
congestionne	VER	ind:pre:3s;	na
congestionnent	VER	ind:pre:3p;	na
démerdard	NOM	na	m
démerdards	NOM	na	m
boulottait	VER	ind:imp:3s;	na
cimentaient	VER	ind:imp:3p;	na
épiphyse	NOM	na	f
congestionné	VER	par:pas;	m
cimentait	VER	ind:imp:3s;	na
fouetteur	NOM	na	m
fouetteurs	NOM	na	m
fouetteuse	NOM	na	f
malaisées	ADJ	na	f
malaisée	ADJ	na	f
soigneur	NOM	na	m
amoncelées	VER	par:pas;	f
démocratisé	VER	par:pas;	m
démographie	NOM	na	f
cimentés	VER	par:pas;	m
amoncelée	VER	par:pas;	f
amoncelé	VER	par:pas;	m
caraïbe	NOM	na	na
convalescent	NOM	na	m
ouvre-boîtes	NOM	na	m
caraïbes	NOM	na	na
arborescentes	ADJ	na	f
boulottées	VER	par:pas;	f
amoncelèrent	VER	ind:pas:3p;	na
démonologie	NOM	na	f
tapirs	NOM	na	m
amoncelleraient	VER	cnd:pre:3p;	na
convalescents	NOM	na	m
démocratiseront	VER	ind:fut:3p;	na
soigneurs	NOM	na	m
outrigger	NOM	na	m
malaisé	ADJ	na	m
crevettier	NOM	na	m
cimenté	VER	par:pas;	m
arborescents	ADJ	na	m
cimentée	VER	par:pas;	f
restoroute	NOM	na	m
cimentées	VER	par:pas;	f
boulotte	VER	ind:pre:1s;ind:pre:3s;	na
boulotter	VER	inf;	na
autocritiques	NOM	na	f
boulottes	VER	ind:pre:2s;	na
dionysiaque	ADJ	na	na
dionysiaques	ADJ	na	f
amoncelés	VER	par:pas;	m
démocratiser	VER	inf;	na
honoris causa	ADV	na	na
pléiade	NOM	na	f
pléiades	NOM	na	f
deus ex machina	NOM	na	m
huns	NOM	na	m
hun	NOM	na	m
obliqua	VER	ind:pas:3s;	na
pourfendeur	NOM	na	m
maquisards	NOM	na	m
maquisardes	NOM	na	f
maquisarde	NOM	na	f
maquisard	NOM	na	m
canotiers	NOM	na	m
manu militari	ADV	na	na
autobronzant	NOM	na	m
socialise	VER	ind:pre:1s;ind:pre:3s;	na
dialyser	VER	inf;	na
dialysé	VER	par:pas;	m
dialysée	VER	par:pas;	f
croc-en-jambe	NOM	na	m
marigot	NOM	na	m
socialisez	VER	ind:pre:2p;	na
marigots	NOM	na	m
empressée	NOM	na	f
insurpassable	ADJ	na	na
dessalait	VER	ind:imp:3s;	na
périph	NOM	na	m
empressé	NOM	na	m
dessalant	VER	par:pre;	na
dessale	VER	ind:pre:3s;	na
ort	ADJ	na	na
dessaler	VER	inf;	na
dessalé	VER	par:pas;	m
remaniement	NOM	na	m
respectivement	ADV	na	na
anti-incendie	NOM	na	m
empoignades	NOM	na	f
empoignade	NOM	na	f
socialiser	VER	inf;	na
surpuissants	ADJ	na	m
congestionnaient	VER	ind:imp:3p;	na
votant	ADJ	na	m
baveur	NOM	na	m
baveuse	NOM	na	f
ose	NOM	na	m
aztèques	NOM	na	na
antiviral	NOM	na	m
oses	NOM	na	m
métra	VER	ind:pas:3s;	na
métras	VER	ind:pas:2s;	na
métronome	NOM	na	m
métronomes	NOM	na	m
tout-paris	NOM	na	m
boulier	NOM	na	m
embryonnaires	ADJ	na	na
embryonnaire	ADJ	na	na
bouliers	NOM	na	m
échangisme	NOM	na	m
votants	ADJ	na	m
cliquets	NOM	na	m
métallurgie	NOM	na	f
humano	ADV	na	na
surpuissante	ADJ	na	f
surpuissant	ADJ	na	m
cilice	NOM	na	m
aztèque	NOM	na	na
maniérés	ADJ	na	m
maniérées	ADJ	na	f
pelades	NOM	na	f
cliquet	NOM	na	m
jouissifs	ADJ	na	m
maniéré	ADJ	na	m
antiviraux	NOM	na	m
quasi-totalité	NOM	na	f
pelade	NOM	na	f
canotier	NOM	na	m
franc	ADV	na	na
démocratise	VER	ind:pre:3s;	na
luxa	VER	ind:pas:3s;	na
